,Alloy,Dmax
1776,Al94Ce6,0
1777,Al94Co6,0
1778,Al94Cr6,0
1779,Al94Fe6,0
1780,Al94Gd6,0
1781,Al94Mn6,0
1782,Al94Nd6,0
1783,Al94Ni6,0
1784,Al94Sm6,0
1785,Al95Ce5,0
1786,Al96Co4,0
1787,Al96Cr4,0
1788,Al96Fe4,0
1789,Al96Mn4,0
1790,Al96Nd4,0
1791,Al96Ni4,0
1792,Al97.1Ti2.9,0
1793,Al98.9Ti1.1,0
1794,Al98Co2,0
1795,Al98Fe2,0
1796,Al98Mn2,0
1797,Al98Nd2,0
1798,Al98Ni2,0
1799,B10Mo90,0
1800,B15Co85,0
1801,B15Mo85,0
1802,B16Ni84,0
1803,B20Mo80,0
1804,B20Ni80,0
1805,B21Fe79,0
1806,B22Ni78,0
1807,B24Ni76,0
1808,B25Mo75,0
1809,B26Ni74,0
1810,B30Mo70,0
1811,B46Ni54,0
1812,B48Ni52,0
1813,B54Ni46,0
1814,B5Ni95,0
1815,Be10Ti90,0
1816,Be10Zr90,0
1817,Be2.5Zr97.5,0
1818,Be20Ti80,0
1819,Be20Zr80,0
1820,Be30Ti70,0
1821,Be35Ti65,0
1822,Be42Ti58,0
1823,Be43Ti57,0
1824,Be45Ti55,0
1825,Be50Ti50,0
1826,Be7.5Zr92.5,0
1827,C10Co90,0
1828,C10Ni90,0
1829,C15Co85,0
1830,C15Ni85,0
1831,C20Co80,0
1832,C20Ni80,0
1833,C5Ni95,0
1834,Ca10Mg90,0
1835,Ca11Mg89,0
1836,Ca7.5Mg92.5,0
1837,Ce10Mg90,0
1838,Co70Si30,0
1839,Co75Si25,0
1840,Co80Si20,0
1841,Co85Si15,0
1842,Co90Si10,0
1843,Co95Si5,0
1844,Cr80P20,0
1845,Cr87P13,0
1846,Cu10Mg90,0
1847,Cu10Ti90,0
1848,Cu15Mg85,0
1849,Cu20La80,0
1850,Cu20Ti80,0
1851,Cu28Zr72,0
1852,Cu30Ti70,0
1853,Cu32Fe68,0
1854,Cu40La60,0
1855,Cu50La50,0
1856,Cu54Fe46,0
1857,Cu60Nd40,0
1858,Cu63Fe37,0
1859,Cu66Ti34,0
1860,Cu70Fe30,0
1861,Cu70Nd30,0
1862,Cu71Fe29,0
1863,Cu75Ti25,0
1864,Cu75Zr25,0
1865,Cu76Fe24,0
1866,Cu80Nd20,0
1867,Cu80Ti20,0
1868,Cu80Zr20,0
1869,Cu85Ti15,0
1870,Cu90Fe10,0
1871,Cu90Ti10,0
1872,Cu95Zr5,0
1873,Fe66.7Tb33.3,0
1874,Fe87Zr13,0
1875,La30Ni70,0
1876,La40Ni60,0
1877,La50Ni50,0
1878,La90Ni10,0
1879,Mg55Zn45,0
1880,Mg70Ni30,0
1881,Mg75Y25,0
1882,Mg80Y20,0
1883,Mg80Zn20,0
1884,Mg85Mn15,0
1885,Mg85Nd15,0
1886,Mg85Zn15,0
1887,Mg87.5Y12.5,0
1888,Mg90Mn10,0
1889,Mg90Nd10,0
1890,Mg90Y10,0
1891,Mg90Zn10,0
1892,Mg92.5Mn7.5,0
1893,Mg92.5Nd7.5,0
1894,Mg95Mn5,0
1895,Mg95Nd5,0
1896,Mg95Y5,0
1897,Mg95Zn5,0
1898,Mg97.5Nd2.5,0
1899,Nd30Ni70,0
1900,Nd50Ni50,0
1901,Nd80Ni20,0
1902,Ni10Ti90,0
1903,Ni15Ti85,0
1904,Ni20Ti80,0
1905,Ni25Ti75,0
1906,Ni50Ti50,0
1907,Ni55Ti45,0
1908,Ni65Ti35,0
1909,Ni70Ti30,0
1910,Ni75Ti25,0
1911,Ni80Si20,0
1912,Ni85Si15,0
1913,Ni90Si10,0
1914,Ni90Ti10,0
1915,Ni95Si5,0
1916,Si10Ti90,0
1917,Si25Ti75,0
1918,Si5Ti95,0
1919,Ti90Zr10,0
1920,Al13La87,0.1
1921,Al20La80,0.1
1922,Al25Tb75,0.1
1923,Al30Ca70,0.1
1924,Al30La70,0.1
1925,Al40Ca60,0.1
1926,Al40Gd60,0.1
1927,Al40La60,0.1
1928,Al45Gd55,0.1
1929,Al50Gd50,0.1
1930,Al50La50,0.1
1931,Al55Gd45,0.1
1932,Al55La45,0.1
1933,Al57La43,0.1
1934,Al84Sm16,0.1
1935,Al85Y15,0.1
1936,Al86La14,0.1
1937,Al86Nd14,0.1
1938,Al86Sm14,0.1
1939,Al86Y14,0.1
1940,Al87Ce13,0.1
1941,Al87Y13,0.1
1942,Al88Ce12,0.1
1943,Al88Gd12,0.1
1944,Al88Nd12,0.1
1945,Al88Sm12,0.1
1946,Al88Y12,0.1
1947,Al89Ca11,0.1
1948,Al89Ce11,0.1
1949,Al89Y11,0.1
1950,Al90Ca10,0.1
1951,Al90Ce10,0.1
1952,Al90Gd10,0.1
1953,Al90La10,0.1
1954,Al90Nd10,0.1
1955,Al90Sm10,0.1
1956,Al90Y10,0.1
1957,Al91Ca9,0.1
1958,Al91Ce9,0.1
1959,Al92Ce8,0.1
1960,Al92Gd8,0.1
1961,Al92La8,0.1
1962,Al92Nd8,0.1
1963,Al92Sm8,0.1
1964,Al92Y8,0.1
1965,Al93Ce7,0.1
1966,Al91Y9,0.1
1967,Au25Gd75,0.1
1968,B11Co89,0.1
1969,B12Co88,0.1
1970,B12Fe88,0.1
1971,B13Fe87,0.1
1972,B14Fe86,0.1
1973,B15Fe85,0.1
1974,B16Co84,0.1
1975,B16Fe84,0.1
1976,B17.5Fe82.5,0.1
1977,B17Co83,0.1
1978,B18.5Co81.5,0.1
1979,B18.5Fe81.5,0.1
1980,B18.5Ni81.5,0.1
1981,B18Co82,0.1
1982,B18Fe82,0.1
1983,B18Ni82,0.1
1984,B19Fe81,0.1
1985,B20Co80,0.1
1986,B20Fe80,0.1
1987,B22.5Fe77.5,0.1
1988,B22Co78,0.1
1989,B22Fe78,0.1
1990,B24Co76,0.1
1991,B25Co75,0.1
1992,B25Fe75,0.1
1993,B26Co74,0.1
1994,B28Co72,0.1
1995,B28Ni72,0.1
1996,B29Co71,0.1
1997,B30Co70,0.1
1998,B30Ni70,0.1
1999,B32Co68,0.1
2000,B34Co66,0.1
2001,B34Ni66,0.1
2002,B35Co65,0.1
2003,B36Co64,0.1
2004,B38Co62,0.1
2005,B38Ni62,0.1
2006,B40Co60,0.1
2007,B40Ni60,0.1
2008,B41Co59,0.1
2009,B42Ni58,0.1
2010,B9Fe91,0.1
2011,Be30Zr70,0.1
2012,Be32.5Zr67.5,0.1
2013,Be35Zr65,0.1
2014,Be37.5Ti62.5,0.1
2015,Be37Ti63,0.1
2016,Be38Ti62,0.1
2017,Be39Ti61,0.1
2018,Be40Ti60,0.1
2019,Be40Zr60,0.1
2020,Be41Ti59,0.1
2021,Be45Zr55,0.1
2022,Be50Zr50,0.1
2023,Ca60Mg40,0.1
2024,Ca70Cu30,0.1
2025,Ca70Mg30,0.1
2026,Co30Zr70,0.1
2027,Co33Hf67,0.1
2028,Co33Zr67,0.1
2029,Co55Zr45,0.1
2030,Co84Zr16,0.1
2031,Co90Zr10,0.1
2032,Co91Zr9,0.1
2033,Cu20Mg80,0.1
2034,Cu27La73,0.1
2035,Cu30Hf70,0.1
2036,Cu30Mg70,0.1
2037,Cu30Zr70,0.1
2038,Cu33Zr67,0.1
2039,Cu35Ti65,0.1
2040,Cu37.5La62.5,0.1
2041,Cu37La63,0.1
2042,Cu40Hf60,0.1
2043,Cu40Mg60,0.1
2044,Cu40Ti60,0.1
2045,Cu40Y60,0.1
2046,Cu40Zr60,0.1
2047,Cu45Ti55,0.1
2048,Cu50Hf50,0.1
2049,Cu50Ti50,0.1
2050,Cu55Ti45,0.1
2051,Cu56Zr44,0.1
2052,Cu60Hf40,0.1
2053,Cu60Ti40,0.1
2054,Cu60Zr40,0.1
2055,Cu62Zr38,0.1
2056,Cu65Zr35,0.1
2057,Cu70Hf30,0.1
2058,Cu70Ti30,0.1
2059,Cu70Zr30,0.1
2060,Cu73Ti27,0.1
2061,Fe24Zr76,0.1
2062,Fe25Sc75,0.1
2063,Fe30Zr70,0.1
2064,Fe33Zr67,0.1
2065,Fe40Nd60,0.1
2066,Fe50Nd50,0.1
2067,Fe50Ni50,0.1
2068,Fe60Nd40,0.1
2069,Fe67Nd33,0.1
2070,Fe75Nd25,0.1
2071,Fe79Nd21,0.1
2072,Fe80Nd20,0.1
2073,Fe80P20,0.1
2074,Fe82Nd18,0.1
2075,Fe85Nd15,0.1
2076,Fe88Zr12,0.1
2077,Fe89Nd11,0.1
2078,Fe89Zr11,0.1
2079,Fe90Sc10,0.1
2080,Fe90Zr10,0.1
2081,Fe91Zr9,0.1
2082,Fe92Zr8,0.1
2083,Gd56Si44,0.1
2084,Ge13Zr87,0.1
2085,Ge15Zr85,0.1
2086,Ge17Zr83,0.1
2087,Ge21Pd79,0.1
2088,Hf30Ni70,0.1
2089,Hf40Ni60,0.1
2090,Hf50Ni50,0.1
2091,Hf60Ni40,0.1
2092,Hf67Ni33,0.1
2093,Hf70Ni30,0.1
2094,Hf85Si15,0.1
2095,La48Ni52,0.1
2096,La60Ni40,0.1
2097,La70Ni30,0.1
2098,La80Ni20,0.1
2099,Mg60Zn40,0.1
2100,Mg65Zn35,0.1
2101,Mg70Zn30,0.1
2102,Mg75Zn25,0.1
2103,Mg80Ni20,0.1
2104,Mg84Y16,0.1
2105,Mg85Ni15,0.1
2106,Mg85Y15,0.1
2107,Mg90Ni10,0.1
2108,Mn90Zr10,0.1
2109,Nb60Ni40,0.1
2110,Nb77Si23,0.1
2111,Nb80Si20,0.1
2112,Nb85Si15,0.1
2113,Nd60Ni40,0.1
2114,Nd70Ni30,0.1
2115,Ni18Zr82,0.1
2116,Ni20Pd80,0.1
2117,Ni20Zr80,0.1
2118,Ni28Zr72,0.1
2119,Ni30Ti70,0.1
2120,Ni30Zr70,0.1
2121,Ni33Ti67,0.1
2122,Ni33Zr67,0.1
2123,Ni35Ti65,0.1
2124,Ni36Zr64,0.1
2125,Ni40Ti60,0.1
2126,Ni40Zr60,0.1
2127,Ni45Ti55,0.1
2128,Ni50Pd50,0.1
2129,Ni50Ta50,0.1
2130,Ni60Ta40,0.1
2131,Ni60Ti40,0.1
2132,Ni60Zr40,0.1
2133,Ni63Zr37,0.1
2134,Ni65Ta35,0.1
2135,Ni65Zr35,0.1
2136,Ni67Zr33,0.1
2137,Ni68Zr32,0.1
2138,Ni70Ta30,0.1
2139,Ni70Zr30,0.1
2140,Ni80Ta20,0.1
2141,Ni81.5P18.5,0.1
2142,Ni81P19,0.1
2143,Ni82P18,0.1
2144,Ni90Ta10,0.1
2145,Ni90Zr10,0.1
2146,P19Pd81,0.1
2147,Pd78Si22,0.1
2148,Pd79Si21,0.1
2149,Pd82.4Si17.6,0.1
2150,Pd83.5Si16.5,0.1
2151,Pd84Si16,0.1
2152,Pd85Si15,0.1
2153,Si13Ti87,0.1
2154,Si13Zr87,0.1
2155,Si15Ti85,0.1
2156,Si15Zr85,0.1
2157,Si17Zr83,0.1
2158,Si20Ti80,0.1
2159,Si22Ti78,0.1
2160,Si80Ti20,0.1
2161,Si85Ti15,0.1
2162,Ti15Zr85,0.1
2163,Ti20Zr80,0.1
2164,Ti22Zr78,0.1
2165,B4.8Fe82.2Nd13,0.1
2166,Ag0Mg84Y16,0.15
2167,Ag0Pd79Si21,0.15
2168,Ag0Pd80Si20,0.15
2169,Ag0Pd82Si18,0.15
2170,Ag0Pd84Si16,0.15
2171,Ag0Pd85Si15,0.15
2172,Al0B18Co82,0.15
2173,Al0B22Co78,0.15
2174,Al0B26Co74,0.15
2175,Al0B30Co70,0.15
2176,Al0B36Co64,0.15
2177,Al0B38Co62,0.15
2178,Al0B40Co60,0.15
2179,Al0B13Fe87,0.15
2180,Al0B18Fe82,0.15
2181,Al0B22Fe78,0.15
2182,Al0B18Ni82,0.15
2183,Al0B30Ni70,0.15
2184,Al0B34Ni66,0.15
2185,Al0B38Ni62,0.15
2186,Al0B40Ni60,0.15
2187,Al0B42Ni58,0.15
2188,Al89Ca11Co0,0.15
2189,Al90Ca10Co0,0.15
2190,Al91Ca9Co0,0.15
2191,Al89Ca11Cu0,0.15
2192,Al90Ca10Cu0,0.15
2193,Al91Ca9Cu0,0.15
2194,Al89Ca11Fe0,0.15
2195,Al91Ca9Fe0,0.15
2196,Al40Ca60Ga0,0.15
2197,Al30Ca70Mg0,0.15
2198,Al89Ca11Mg0,0.15
2199,Al90Ca10Mg0,0.15
2200,Al91Ca9Mg0,0.15
2201,Al89Ca11Ni0,0.15
2202,Al91Ca9Ni0,0.15
2203,Al89Ca11Zn0,0.15
2204,Al90Ca10Zn0,0.15
2205,Al91Ca9Zn0,0.15
2206,Al90Ce10Co0,0.15
2207,Al91Ce9Co0,0.15
2208,Al92Ce8Co0,0.15
2209,Al93Ce7Co0,0.15
2210,Al90Ce10Cr0,0.15
2211,Al91Ce9Cr0,0.15
2212,Al92Ce8Cr0,0.15
2213,Al93Ce7Cr0,0.15
2214,Al88Ce12Cr0,0.15
2215,Al90Ce10Cu0,0.15
2216,Al91Ce9Cu0,0.15
2217,Al92Ce8Cu0,0.15
2218,Al93Ce7Cu0,0.15
2219,Al90Ce10Fe0,0.15
2220,Al91Ce9Fe0,0.15
2221,Al92Ce8Fe0,0.15
2222,Al93Ce7Fe0,0.15
2223,Al90Ce10Mn0,0.15
2224,Al91Ce9Mn0,0.15
2225,Al92Ce8Mn0,0.15
2226,Al93Ce7Mn0,0.15
2227,Al90Ce10Nb0,0.15
2228,Al91Ce9Nb0,0.15
2229,Al92Ce8Nb0,0.15
2230,Al93Ce7Nb0,0.15
2231,Al85Ce6Ni9,0.15
2232,Al92Ce8Ni0,0.15
2233,Al90Ce10V0,0.15
2234,Al91Ce9V0,0.15
2235,Al92Ce8V0,0.15
2236,Al93Ce7V0,0.15
2237,Al49Co10Si41,0.15
2238,Al52Co23Si25,0.15
2239,Al0Co90Zr10,0.15
2240,Al61Cr10Ge29,0.15
2241,Al20Cu0La80,0.15
2242,Al30Cu0La70,0.15
2243,Al40Cu0La60,0.15
2244,Al50Cu0La50,0.15
2245,Al85Cu5La10,0.15
2246,Al90Cu0La10,0.15
2247,Al0Cu35Ti65,0.15
2248,Al0Cu45Ti55,0.15
2249,Al0Cu50Ti50,0.15
2250,Al0Cu55Ti45,0.15
2251,Al0Cu60Ti40,0.15
2252,Al0Cu73Ti27,0.15
2253,Al0Cu75Ti25,0.15
2254,Al0Cu40Y60,0.15
2255,Al0Cu40Zr60,0.15
2256,Al0Cu56Zr44,0.15
2257,Al0Cu60Zr40,0.15
2258,Al0Cu33Zr67,0.15
2259,Al87Fe2Ni11,0.15
2260,Al0Fe80P20,0.15
2261,Al0Fe90Zr10,0.15
2262,Al87Gd5Ni8,0.15
2263,Al87Gd7Ni6,0.15
2264,Al88Gd12Ni0,0.15
2265,Al90Gd10Ni0,0.15
2266,Al92Gd8Ni0,0.15
2267,Al0Gd56Si44,0.15
2268,Al40Gd60Si0,0.15
2269,Al45Gd55Si0,0.15
2270,Al50Gd50Si0,0.15
2271,Al55Gd45Si0,0.15
2272,Al30La70Ni0,0.15
2273,Al84La10Ni6,0.15
2274,Al0La48Ni52,0.15
2275,Al5La85Ni10,0.15
2276,Al13La87Ni0,0.15
2277,Al46La18Ni36,0.15
2278,Al57La43Ni0,0.15
2279,Al60La12Ni28,0.15
2280,Al61La22Ni17,0.15
2281,Al86La14Ni0,0.15
2282,Al92La8Ni0,0.15
2283,Al0Mg60Zn40,0.15
2284,Al0Mg65Zn35,0.15
2285,Al0Mg70Zn30,0.15
2286,Al0Mg75Zn25,0.15
2287,Al5Mg60Zn35,0.15
2288,Al87Mn2Ni11,0.15
2289,Al50Mn15Si35,0.15
2290,Al66.5Ni15Si18.5,0.15
2291,Al84Ni0Sm16,0.15
2292,Al86Ni0Sm14,0.15
2293,Al88Ni0Sm12,0.15
2294,Al90Ni0Sm10,0.15
2295,Al92Ni0Sm8,0.15
2296,Al0Ni30Ti70,0.15
2297,Al0Ni33Ti67,0.15
2298,Al85Ni0Y15,0.15
2299,Al87Ni0Y13,0.15
2300,Al89Ni0Y11,0.15
2301,Al91Ni0Y9,0.15
2302,Al0Ni30Zr70,0.15
2303,Al0Ni40Zr60,0.15
2304,Al0Ni50Zr50,0.15
2305,Al0Ni60Zr40,0.15
2306,Al0Ni65Zr35,0.15
2307,Al35Ni20Zr45,0.15
2308,Al45Ni10Zr45,0.15
2309,Al0Ni18Zr82,0.15
2310,Al0Ni68Zr32,0.15
2311,Al35Ni32Zr33,0.15
2312,Al36Ni28Zr36,0.15
2313,Al60Ni22Zr18,0.15
2314,Al0Si13Zr87,0.15
2315,Al0Si15Zr85,0.15
2316,Al0Si17Zr83,0.15
2317,Au25B0Gd75,0.15
2318,Al25B0Tb75,0.15
2319,Au0Cu30Mg70,0.15
2320,Au0Pd79Si21,0.15
2321,Au0Pd80Si20,0.15
2322,Au0Pd84Si16,0.15
2323,Au0Pd85Si15,0.15
2324,Au0Pd83.5Si16.5,0.15
2325,B20Be0Fe80,0.15
2326,B17C0Co83,0.15
2327,B29C0Co71,0.15
2328,B35C0Co65,0.15
2329,B41C0Co59,0.15
2330,B20C0Fe80,0.15
2331,B19C0Fe81,0.15
2332,B28C0Ni72,0.15
2333,B34C0Ni66,0.15
2334,B38C0Ni62,0.15
2335,B50C12Ni38,0.15
2336,B18.5Co81.5Cr0,0.15
2337,B25Co75Cr0,0.15
2338,B30Co70Cr0,0.15
2339,B35Co65Cr0,0.15
2340,B40Co60Cr0,0.15
2341,B16Co0Fe84,0.15
2342,B9Co0Fe91,0.15
2343,B17Co0Fe83,0.15
2344,B25Co0Fe75,0.15
2345,B11Co89Mn0,0.15
2346,B12Co88Mn0,0.15
2347,B18.5Co81.5Mn0,0.15
2348,B25Co75Mn0,0.15
2349,B30Co70Mn0,0.15
2350,B35Co65Mn0,0.15
2351,B40Co60Mn0,0.15
2352,B34Co66Ni0,0.15
2353,B20Co80Ti0,0.15
2354,B0Co91Zr9,0.15
2355,B15Cr0Fe85,0.15
2356,B9Cr0Fe91,0.15
2357,B25Cr0Fe75,0.15
2358,B14Cr0Fe86,0.15
2359,B13Cu0Fe87,0.15
2360,B14Cu0Fe86,0.15
2361,B16Cu0Fe84,0.15
2362,B18Cu0Fe82,0.15
2363,B20Cu0Fe80,0.15
2364,B19Cu0Fe81,0.15
2365,B19Fe81Ge0,0.15
2366,B14Fe86Hf0,0.15
2367,B16Fe84Ho0,0.15
2368,B20Fe80Mn0,0.15
2369,B9Fe91Mn0,0.15
2370,B25Fe75Mn0,0.15
2371,B20Fe80Mo0,0.15
2372,B9Fe91Mo0,0.15
2373,B25Fe75Mo0,0.15
2374,B14Fe86Mo0,0.15
2375,B17Fe83Nb0,0.15
2376,B14Fe86Nb0,0.15
2377,B17.5Fe82.5Nd0,0.15
2378,B18.5Fe81.5Nd0,0.15
2379,B0Fe75Nd25,0.15
2380,B0Fe79Nd21,0.15
2381,B0Fe82Nd18,0.15
2382,B0Fe85Nd15,0.15
2383,B18Fe82Nd0,0.15
2384,B0Fe40Nd60,0.15
2385,B0Fe50Nd50,0.15
2386,B0Fe60Nd40,0.15
2387,B0Fe67Nd33,0.15
2388,B0Fe80Nd20,0.15
2389,B0Fe89Nd11,0.15
2390,B16Fe84Nd0,0.15
2391,B0Fe50Ni50,0.15
2392,B16Fe84Ni0,0.15
2393,B9Fe91Ni0,0.15
2394,B25Fe75Ni0,0.15
2395,B16.5Fe21Ni62.5,0.15
2396,B0Fe80P20,0.15
2397,B19Fe81Pd0,0.15
2398,B19Fe81Si0,0.15
2399,B15Fe85Si0,0.15
2400,B22Fe78Si0,0.15
2401,B25Fe75Si0,0.15
2402,B19Fe81Sn0,0.15
2403,B14Fe86Ta0,0.15
2404,B16Fe84Ti0,0.15
2405,B14Fe86Ti0,0.15
2406,B14Fe86V0,0.15
2407,B9Fe91W0,0.15
2408,B25Fe75W0,0.15
2409,B14Fe86W0,0.15
2410,B0Fe24Zr76,0.15
2411,B0Fe30Zr70,0.15
2412,B14Fe86Zr0,0.15
2413,B0Ni81.5P18.5,0.15
2414,B18.5Ni81.5P0,0.15
2415,B15Ni81.5P3.5,0.15
2416,B0Ni67Zr33,0.15
2417,B0Ni40Zr60,0.15
2418,Ba0Cu27La73,0.15
2419,Ba0Cu37.5La62.5,0.15
2420,Be30Nb0Zr70,0.15
2421,Be35Nb0Zr65,0.15
2422,Be40Nb0Zr60,0.15
2423,Be45Nb0Zr55,0.15
2424,Be50Nb0Zr50,0.15
2425,Be32.5Nb0Zr67.5,0.15
2426,Be0Si20Ti80,0.15
2427,Be37Si0Ti63,0.15
2428,Be38Si0Ti62,0.15
2429,Be39Si0Ti61,0.15
2430,Be40Si0Ti60,0.15
2431,Be30Ti0Zr70,0.15
2432,Be35Ti0Zr65,0.15
2433,Be37.5Ti62.5Zr0,0.15
2434,Be40Ti0Zr60,0.15
2435,Be40Ti60Zr0,0.15
2436,Be41Ti59Zr0,0.15
2437,Be45Ti0Zr55,0.15
2438,Be50Ti0Zr50,0.15
2439,C0Nb80Si20,0.15
2440,Ca0Cu27La73,0.15
2441,Ca0Cu37La63,0.15
2442,Ca70Cu0Mg30,0.15
2443,Ca70Cu30Mg0,0.15
2444,Ca60Ga0Mg40,0.15
2445,Ce0Cu20Mg80,0.15
2446,Ce0Cu30Mg70,0.15
2447,Ce0Cu40Mg60,0.15
2448,Ce0Mg80Ni20,0.15
2449,Ce0Mg85Ni15,0.15
2450,Ce0Mg90Ni10,0.15
2451,Co84Cr0Zr16,0.15
2452,Co91Cr0Zr9,0.15
2453,Co0Fe30Zr70,0.15
2454,Co0Fe91Zr9,0.15
2455,Co30Fe0Zr70,0.15
2456,Co55Fe0Zr45,0.15
2457,Co85Fe0Zr15,0.15
2458,Co33Hf67P0,0.15
2459,Co33Hf67Si0,0.15
2460,Co0Mn90Zr10,0.15
2461,Co84Mo0Zr16,0.15
2462,Co91Mo0Zr9,0.15
2463,Co85Mo5Zr10,0.15
2464,Co90Mo0Zr10,0.15
2465,Co0Ni50Ta50,0.15
2466,Co90Ni0Zr10,0.15
2467,Co0Ni33Zr67,0.15
2468,Co33P0Zr67,0.15
2469,Co90Si0Zr10,0.15
2470,Co84V0Zr16,0.15
2471,Co91V0Zr9,0.15
2472,Co90V0Zr10,0.15
2473,Co84W0Zr16,0.15
2474,Co91W0Zr9,0.15
2475,Co90W0Zr10,0.15
2476,Cr0Fe80P20,0.15
2477,Cr0Fe90Zr10,0.15
2478,Cr0Ni82P18,0.15
2479,Cr0Ni33Zr67,0.15
2480,Cr0Ni60Zr40,0.15
2481,Cr0Pd80Si20,0.15
2482,Cr0Si15Zr85,0.15
2483,Cu60Fe0Zr40,0.15
2484,Cu0Hf30Ni70,0.15
2485,Cu0Hf40Ni60,0.15
2486,Cu0Hf50Ni50,0.15
2487,Cu0Hf60Ni40,0.15
2488,Cu0Hf70Ni30,0.15
2489,Cu30Hf70Ni0,0.15
2490,Cu40Hf60Ni0,0.15
2491,Cu50Hf50Ni0,0.15
2492,Cu60Hf40Ni0,0.15
2493,Cu70Hf30Ni0,0.15
2494,Cu20La0Mg80,0.15
2495,Cu30La0Mg70,0.15
2496,Cu40La0Mg60,0.15
2497,Cu27La73Sr0,0.15
2498,Cu37La63Sr0,0.15
2499,Cu20Mg80Nd0,0.15
2500,Cu30Mg70Nd0,0.15
2501,Cu40Mg60Nd0,0.15
2502,Cu20Mg80Y0,0.15
2503,Cu30Mg70Y0,0.15
2504,Cu40Mg60Y0,0.15
2505,Cu0Ni80P20,0.15
2506,Cu0Ni30Ti70,0.15
2507,Cu0Ni33Ti67,0.15
2508,Cu0Ni40Ti60,0.15
2509,Cu0Ni45Ti55,0.15
2510,Cu35Ni0Ti65,0.15
2511,Cu40Ni0Ti60,0.15
2512,Cu50Ni0Ti50,0.15
2513,Cu60Ni0Ti40,0.15
2514,Cu70Ni0Ti30,0.15
2515,Cu75Ni0Ti25,0.15
2516,Cu0Ni33Zr67,0.15
2517,Cu0Ni30Zr70,0.15
2518,Cu0Ni40Zr60,0.15
2519,Cu0Ni50Zr50,0.15
2520,Cu0Ni60Zr40,0.15
2521,Cu30Ni0Zr70,0.15
2522,Cu40Ni0Zr60,0.15
2523,Cu50Ni0Zr50,0.15
2524,Cu60Ni0Zr40,0.15
2525,Cu70Ni0Zr30,0.15
2526,Cu0Pd79Si21,0.15
2527,Cu0Pd84Si16,0.15
2528,Cu0Pd85Si15,0.15
2529,Cu0Pd82.4Si17.6,0.15
2530,Cu0Pd78Si22,0.15
2531,Cu50Ti0Zr50,0.15
2532,Cu56Ti0Zr44,0.15
2533,Cu60Ti40Zr0,0.15
2534,Cu62Ti0Zr38,0.15
2535,Cu65Ti0Zr35,0.15
2536,Cu70Ti0Zr30,0.15
2537,Cu50Ti50Zr0,0.15
2538,Fe90Ge0Zr10,0.15
2539,Fe24Hf0Zr76,0.15
2540,Fe80Ni0P20,0.15
2541,Fe90Ni0Zr10,0.15
2542,Fe33Ni0Zr67,0.15
2543,Fe80P20Si0,0.15
2544,Fe25Sc75Zr0,0.15
2545,Fe90Sc10Zr0,0.15
2546,Fe90Si0Zr10,0.15
2547,Fe0Si15Zr85,0.15
2548,Fe90V0Zr10,0.15
2549,Ge15Mo0Zr85,0.15
2550,Ge0Nb77Si23,0.15
2551,Ge0Nb80Si20,0.15
2552,Ge13Nb0Zr87,0.15
2553,Ge17Nb0Zr83,0.15
2554,Ge0Pd80Si20,0.15
2555,Ge0Pd82Si18,0.15
2556,Ge0Pd84Si16,0.15
2557,Ge0Pd85Si15,0.15
2558,Ge21Pd79Si0,0.15
2559,Ge15Ta0Zr85,0.15
2560,Ge15Ti0Zr85,0.15
2561,Ge15V0Zr85,0.15
2562,Hf67Ni33P0,0.15
2563,Hf0Si15Zr85,0.15
2564,La60Mg0Ni40,0.15
2565,La0Mg60Zn40,0.15
2566,La0Mg65Zn35,0.15
2567,La0Mg70Zn30,0.15
2568,La0Mg75Zn25,0.15
2569,Mg85Mn0Y15,0.15
2570,Mg0Nd60Ni40,0.15
2571,Mg0Nd70Ni30,0.15
2572,Mg60Nd10Ni30,0.15
2573,Mg80Nd0Ni20,0.15
2574,Mg80Ni20Y0,0.15
2575,Mn0Ni33Zr67,0.15
2576,Mn0Pd80Si20,0.15
2577,Mo0Nb80Si20,0.15
2578,Mo0Si15Zr85,0.15
2579,Nb0Ni65Ta35,0.15
2580,Nb0Ni80Ta20,0.15
2581,Nb0Ni90Ta10,0.15
2582,Nb0Ni50Ta50,0.15
2583,Nb80Si20Ta0,0.15
2584,Nb0Si20Ti80,0.15
2585,Nb80Si20Ti0,0.15
2586,Nb85Si15Ti0,0.15
2587,Nb0Si22Ti78,0.15
2588,Nb80Si20V0,0.15
2589,Nb80Si20W0,0.15
2590,Nb80Si20Zr0,0.15
2591,Nb0Si13Zr87,0.15
2592,Nb0Si17Zr83,0.15
2593,Ni80P20Pd0,0.15
2594,Ni0P19Pd81,0.15
2595,Ni20P0Pd80,0.15
2596,Ni50P0Pd50,0.15
2597,Ni60P0Ta40,0.15
2598,Ni65P0Ta35,0.15
2599,Ni70P0Ta30,0.15
2600,Ni80P0Ta20,0.15
2601,Ni90P0Ta10,0.15
2602,Ni80P20Ti0,0.15
2603,Ni0Si20Ti80,0.15
2604,Ni35Si0Ti65,0.15
2605,Ni33Si0Ti67,0.15
2606,Ni33Ti67Zr0,0.15
2607,Ni63Ti0Zr37,0.15
2608,Ni33Ti0Zr67,0.15
2609,Ni30Ti0Zr70,0.15
2610,Ni35Ti65Zr0,0.15
2611,Ni70Ti0Zr30,0.15
2612,Ni28V0Zr72,0.15
2613,Ni50V0Zr50,0.15
2614,Ni33V0Zr67,0.15
